"BIA";16  ;0   ;0   ;1   ;"00";111  ;1   ;1   ;1   ;0   ;0  ;7211840,80      ;7   ;2023  ;2   ;8   ;2023  ;1    
"BIA";16  ;0   ;0   ;1   ;"00";111  ;1   ;1   ;3   ;0   ;0  ;2552845,34      ;7   ;2023  ;2   ;8   ;2023  ;1    
"BIA";16  ;0   ;0   ;1   ;"00";111  ;1   ;1   ;6   ;1   ;0  ;1785882,22      ;7   ;2023  ;2   ;8   ;2023  ;1    
"BIA";16  ;0   ;0   ;1   ;"00";111  ;1   ;1   ;6   ;2   ;1  ;669705,84       ;7   ;2023  ;2   ;8   ;2023  ;1    
"BIA";16  ;0   ;0   ;1   ;"00";111  ;1   ;2   ;1   ;0   ;0  ;5257921,40      ;7   ;2023  ;2   ;8   ;2023  ;1    
"BIA";16  ;0   ;0   ;1   ;"00";111  ;1   ;2   ;2   ;0   ;0  ;869052,22       ;7   ;2023  ;2   ;8   ;2023  ;1    
"BIA";16  ;0   ;0   ;1   ;"00";111  ;1   ;2   ;5   ;1   ;0  ;1102855,40      ;7   ;2023  ;2   ;8   ;2023  ;1    
"BIA";16  ;0   ;0   ;1   ;"00";111  ;1   ;2   ;5   ;2   ;1  ;413570,76       ;7   ;2023  ;2   ;8   ;2023  ;1    
"BIA";16  ;0   ;0   ;1   ;"00";111  ;1   ;4   ;0   ;0   ;0  ;587931,00       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;1   ;0   ;0  ;13920289,94     ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;3   ;0   ;0  ;2412242,96      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;6   ;1   ;0  ;2939630,62      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;6   ;2   ;1  ;1102361,43      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;7   ;0   ;0  ;2600,00         ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";1   ;0   ;0   ;1   ;"00";111  ;1   ;2   ;1   ;0   ;0  ;1850623,11      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";1   ;0   ;0   ;1   ;"00";111  ;1   ;2   ;2   ;0   ;0  ;163184,47       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";1   ;0   ;0   ;1   ;"00";111  ;1   ;2   ;5   ;1   ;0  ;362485,48       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";1   ;0   ;0   ;1   ;"00";111  ;1   ;2   ;5   ;2   ;1  ;135932,05       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";1   ;0   ;0   ;1   ;"00";111  ;1   ;4   ;0   ;0   ;0  ;464412,00       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";16  ;0   ;0   ;1   ;"00";111  ;1   ;1   ;1   ;0   ;0  ;25213677,32     ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";16  ;0   ;0   ;1   ;"00";111  ;1   ;1   ;3   ;0   ;0  ;3649307,08      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";16  ;0   ;0   ;1   ;"00";111  ;1   ;1   ;6   ;1   ;0  ;5195157,43      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";16  ;0   ;0   ;1   ;"00";111  ;1   ;1   ;6   ;2   ;1  ;1948183,97      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";16  ;0   ;0   ;1   ;"00";111  ;1   ;2   ;1   ;0   ;0  ;2141808,05      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";16  ;0   ;0   ;1   ;"00";111  ;1   ;2   ;2   ;0   ;0  ;96874,74        ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";16  ;0   ;0   ;1   ;"00";111  ;1   ;2   ;3   ;0   ;0  ;8044,20         ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";16  ;0   ;0   ;1   ;"00";111  ;1   ;2   ;5   ;1   ;0  ;404410,85       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";16  ;0   ;0   ;1   ;"00";111  ;1   ;2   ;5   ;2   ;1  ;151654,09       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";16  ;0   ;0   ;1   ;"00";111  ;1   ;4   ;0   ;0   ;0  ;674160,00       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;1   ;"00";111  ;1   ;1   ;1   ;0   ;0  ;5856555,78      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;1   ;"00";111  ;1   ;1   ;3   ;0   ;0  ;1228212,27      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;1   ;"00";111  ;1   ;1   ;6   ;1   ;0  ;1275100,53      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;1   ;"00";111  ;1   ;1   ;6   ;2   ;1  ;478162,71       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;1   ;"00";111  ;1   ;4   ;0   ;0   ;0  ;170604,00       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;2   ;"00";111  ;1   ;1   ;1   ;0   ;0  ;1348720,60      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;2   ;"00";111  ;1   ;1   ;3   ;0   ;0  ;471296,08       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;2   ;"00";111  ;1   ;1   ;6   ;1   ;0  ;327603,10       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;2   ;"00";111  ;1   ;1   ;6   ;2   ;1  ;122851,16       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;2   ;"00";111  ;1   ;4   ;0   ;0   ;0  ;24522,00        ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;3   ;"00";111  ;1   ;1   ;1   ;0   ;0  ;2013550,75      ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;3   ;"00";111  ;1   ;1   ;3   ;0   ;0  ;317835,32       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;3   ;"00";111  ;1   ;1   ;6   ;1   ;0  ;419604,78       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;3   ;"00";111  ;1   ;1   ;6   ;2   ;1  ;157351,78       ;7   ;2023  ;2   ;8   ;2023  ;1    
"COT";17  ;0   ;0   ;3   ;"00";111  ;1   ;4   ;0   ;0   ;0  ;43062,00        ;7   ;2023  ;2   ;8   ;2023  ;1    
"C35";1   ;0   ;0   ;1   ;"00";353  ;1   ;1   ;1   ;0   ;0  ;29761,42        ;7   ;2023  ;2   ;8   ;2023  ;1    
"C35";1   ;0   ;0   ;1   ;"00";353  ;1   ;1   ;6   ;1   ;0  ;5357,02         ;7   ;2023  ;2   ;8   ;2023  ;1    
"C35";1   ;0   ;0   ;1   ;"00";353  ;1   ;1   ;6   ;2   ;1  ;2008,88         ;7   ;2023  ;2   ;8   ;2023  ;1    
"C35";16  ;0   ;0   ;1   ;"00";353  ;1   ;1   ;1   ;0   ;0  ;-,42            ;7   ;2023  ;2   ;8   ;2023  ;1    
"C35";16  ;0   ;0   ;1   ;"00";353  ;1   ;1   ;3   ;0   ;0  ;371247,20       ;7   ;2023  ;2   ;8   ;2023  ;1    
"C35";16  ;0   ;0   ;1   ;"00";353  ;1   ;1   ;4   ;0   ;0  ;18732,53        ;7   ;2023  ;2   ;8   ;2023  ;1    
"C35";16  ;0   ;0   ;1   ;"00";353  ;1   ;1   ;6   ;1   ;0  ;70196,35        ;7   ;2023  ;2   ;8   ;2023  ;1    
"C35";16  ;0   ;0   ;1   ;"00";353  ;1   ;1   ;6   ;2   ;1  ;26323,64        ;7   ;2023  ;2   ;8   ;2023  ;1    
"EGG";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;1   ;0   ;0  ;10963631,62     ;7   ;2023  ;2   ;8   ;2023  ;1    
"EGG";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;3   ;0   ;0  ;3739121,54      ;7   ;2023  ;2   ;8   ;2023  ;1    
"EGG";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;6   ;1   ;0  ;2646495,47      ;7   ;2023  ;2   ;8   ;2023  ;1    
"EGG";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;6   ;2   ;1  ;992435,80       ;7   ;2023  ;2   ;8   ;2023  ;1    
"EGG";1   ;0   ;0   ;1   ;"00";111  ;1   ;2   ;1   ;0   ;0  ;486936,92       ;7   ;2023  ;2   ;8   ;2023  ;1    
"EGG";1   ;0   ;0   ;1   ;"00";111  ;1   ;2   ;2   ;0   ;0  ;56924,82        ;7   ;2023  ;2   ;8   ;2023  ;1    
"EGG";1   ;0   ;0   ;1   ;"00";111  ;1   ;2   ;5   ;1   ;0  ;97895,14        ;7   ;2023  ;2   ;8   ;2023  ;1    
"EGG";1   ;0   ;0   ;1   ;"00";111  ;1   ;2   ;5   ;2   ;1  ;36710,68        ;7   ;2023  ;2   ;8   ;2023  ;1    
"EGG";1   ;0   ;0   ;1   ;"00";111  ;1   ;4   ;0   ;0   ;0  ;110646,00       ;7   ;2023  ;2   ;8   ;2023  ;1    
"GCO";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;1   ;0   ;0  ;22904390,50     ;7   ;2023  ;2   ;8   ;2023  ;1    
"GCO";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;3   ;0   ;0  ;5176117,78      ;7   ;2023  ;2   ;8   ;2023  ;1    
"GCO";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;4   ;0   ;0  ;18248,18        ;7   ;2023  ;2   ;8   ;2023  ;1    
"GCO";1   ;0   ;0   ;1   ;"00";111  ;1   ;1   ;6   ;1   ;0  ;5057753,64      ;7   ;2023  ;2   ;8   ;2023  ;1    
